date,time,level,name,message
2025-06-18,20:20:33,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:33,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:33,INFO,log,"Registration attempt: [user+tag@example.co.uk] from IP [testclient]!"
2025-06-18,20:20:34,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:34,INFO,log,"User registered successfully: [user+tag@example.co.uk], name: [Test User]!"
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:34,INFO,log,"Registration attempt: [user8@example.com] from IP [testclient]!"
2025-06-18,20:20:34,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:34,INFO,log,"User registered successfully: [user8@example.com], name: [Test User]!"
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:34,INFO,log,"Registration attempt: [user9@example.com] from IP [testclient]!"
2025-06-18,20:20:34,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:34,INFO,log,"User registered successfully: [user9@example.com], name: [Test User]!"
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:34,INFO,log,"Registration attempt: [user10@example.com] from IP [testclient]!"
2025-06-18,20:20:34,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:34,INFO,log,"User registered successfully: [user10@example.com], name: [Test User]!"
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:34,INFO,log,"Registration attempt: [test@example.com] from IP [testclient]!"
2025-06-18,20:20:34,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:34,INFO,log,"User registered successfully: [test@example.com], name: [Test User]!"
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: GET http://testserver/subscriptions "HTTP/1.1 401 Unauthorized""
2025-06-18,20:20:34,WARNING,log,"Authentication failed - invalid token: [inval...]!"
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: GET http://testserver/subscriptions "HTTP/1.1 401 Unauthorized""
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: GET http://testserver/subscriptions "HTTP/1.1 401 Unauthorized""
2025-06-18,20:20:34,INFO,log,"Registration attempt: [test@example.com] from IP [testclient]!"
2025-06-18,20:20:34,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:34,INFO,log,"User registered successfully: [test@example.com], name: [Test User]!"
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:34,INFO,log,"Registration attempt: [test@example.com] from IP [testclient]!"
2025-06-18,20:20:34,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:34,INFO,log,"User registered successfully: [test@example.com], name: [Test User]!"
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:34,INFO,log,"Registration attempt: [test@example.com] from IP [testclient]!"
2025-06-18,20:20:34,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:34,INFO,log,"User registered successfully: [test@example.com], name: [Test User]!"
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:34,INFO,log,"Registration attempt: [test@example.com] from IP [testclient]!"
2025-06-18,20:20:34,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:34,INFO,log,"User registered successfully: [test@example.com], name: [Test User]!"
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:34,INFO,log,"Registration attempt: [test@example.com] from IP [testclient]!"
2025-06-18,20:20:34,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:34,INFO,log,"User registered successfully: [test@example.com], name: [Test User]!"
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:34,INFO,log,"Registration attempt: [test@example.com] from IP [testclient]!"
2025-06-18,20:20:34,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:34,INFO,log,"User registered successfully: [test@example.com], name: [Test User]!"
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:34,INFO,log,"Registration attempt: [test@example.com] from IP [testclient]!"
2025-06-18,20:20:34,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:34,INFO,log,"User registered successfully: [test@example.com], name: [Test User]!"
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:34,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:34,INFO,log,"Registration attempt: [sub_validation@example.com] from IP [testclient]!"
2025-06-18,20:20:35,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:35,INFO,log,"User registered successfully: [sub_validation@example.com], name: [Validation User]!"
2025-06-18,20:20:35,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:35,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:35,INFO,log,"Registration attempt: [test@example.com] from IP [testclient]!"
2025-06-18,20:20:35,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:35,INFO,log,"User registered successfully: [test@example.com], name: [Test User]!"
2025-06-18,20:20:35,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:35,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:35,INFO,log,"Registration attempt: [test@example.com] from IP [testclient]!"
2025-06-18,20:20:35,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:35,INFO,log,"User registered successfully: [test@example.com], name: [Test User]!"
2025-06-18,20:20:35,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:35,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:35,INFO,log,"Registration attempt: [user_a@example.com] from IP [testclient]!"
2025-06-18,20:20:35,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:35,INFO,log,"User registered successfully: [user_a@example.com], name: [User A]!"
2025-06-18,20:20:35,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:35,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:35,INFO,log,"API info requested from IP [testclient]!"
2025-06-18,20:20:35,INFO,httpx,"HTTP Request: GET http://testserver/ "HTTP/1.1 200 OK""
2025-06-18,20:20:35,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:35,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:35,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:35,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:35,INFO,log,"Registration attempt: [user+tag@example.co.uk] from IP [testclient]!"
2025-06-18,20:20:36,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:36,INFO,log,"User registered successfully: [user+tag@example.co.uk], name: [Test User]!"
2025-06-18,20:20:36,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:36,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:36,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:36,INFO,log,"Registration attempt: [user8@example.com] from IP [testclient]!"
2025-06-18,20:20:36,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:36,INFO,log,"User registered successfully: [user8@example.com], name: [Test User]!"
2025-06-18,20:20:36,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:36,INFO,log,"Registration attempt: [user9@example.com] from IP [testclient]!"
2025-06-18,20:20:36,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:36,INFO,log,"User registered successfully: [user9@example.com], name: [Test User]!"
2025-06-18,20:20:36,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:36,INFO,log,"Registration attempt: [user10@example.com] from IP [testclient]!"
2025-06-18,20:20:36,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:36,INFO,log,"User registered successfully: [user10@example.com], name: [Test User]!"
2025-06-18,20:20:36,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:36,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:36,INFO,log,"Registration attempt: [test@example.com] from IP [testclient]!"
2025-06-18,20:20:37,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:37,INFO,log,"User registered successfully: [test@example.com], name: []!"
2025-06-18,20:20:37,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:37,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:37,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:37,INFO,log,"Registration attempt: [test@example.com] from IP [testclient]!"
2025-06-18,20:20:37,WARNING,log,"Registration failed - email already exists: [test@example.com]!"
2025-06-18,20:20:37,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 400 Bad Request""
2025-06-18,20:20:37,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:37,INFO,log,"Registration attempt: [test@example.com] from IP [testclient]!"
2025-06-18,20:20:37,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:37,INFO,log,"User registered successfully: [test@example.com], name: [Test User]!"
2025-06-18,20:20:37,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:37,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 422 Unprocessable Entity""
2025-06-18,20:20:37,INFO,log,"Registration attempt: [test@example.com] from IP [testclient]!"
2025-06-18,20:20:37,ERROR,log,"Could not save data to file: ['User' object has no attribute 'model_dump']!"
2025-06-18,20:20:37,INFO,log,"User registered successfully: [test@example.com], name: [Test User]!"
2025-06-18,20:20:37,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,20:20:37,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 422 Unprocessable Entity""
