date,time,level,name,message
2025-06-18,22:37:22,INFO,log,"SubHub initiated (log file: [/workspaces/SubHub/backend/src/app/core/../../logs/log_1750286242.log])"
2025-06-18,22:37:22,INFO,log,"Registration attempt: test@example.com from IP testclient"
2025-06-18,22:37:22,INFO,log,"User registered successfully: test@example.com, name: Test User"
2025-06-18,22:37:22,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,22:37:22,INFO,log,"Login attempt: test@example.com from IP testclient"
2025-06-18,22:37:22,INFO,log,"Login successful: test@example.com, token valid for 1 hour"
2025-06-18,22:37:22,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 200 OK""
2025-06-18,22:37:22,INFO,log,"User test@example.com adding subscription: Netflix ($15.99/month, category: Entertainment)"
2025-06-18,22:37:22,INFO,log,"User test@example.com successfully added subscription: Netflix"
2025-06-18,22:37:22,INFO,httpx,"HTTP Request: POST http://testserver/subscriptions "HTTP/1.1 201 Created""
2025-06-18,22:37:22,INFO,log,"User test@example.com adding subscription: Spotify ($9.99/month, category: Music)"
2025-06-18,22:37:22,INFO,log,"User test@example.com successfully added subscription: Spotify"
2025-06-18,22:37:22,INFO,httpx,"HTTP Request: POST http://testserver/subscriptions "HTTP/1.1 201 Created""
2025-06-18,22:37:22,INFO,log,"User test@example.com viewed subscription summary: 2 subscriptions totaling $25.98/month"
2025-06-18,22:37:22,INFO,httpx,"HTTP Request: GET http://testserver/summary "HTTP/1.1 200 OK""
2025-06-18,22:37:22,INFO,log,"Registration attempt: test@example.com from IP testclient"
2025-06-18,22:37:22,INFO,log,"User registered successfully: test@example.com, name: Test User"
2025-06-18,22:37:22,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,22:37:22,INFO,log,"Login attempt: test@example.com from IP testclient"
2025-06-18,22:37:22,INFO,log,"Login successful: test@example.com, token valid for 1 hour"
2025-06-18,22:37:22,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 200 OK""
2025-06-18,22:37:22,INFO,log,"User test@example.com adding subscription: Netflix ($15.99/month, category: Entertainment)"
2025-06-18,22:37:22,INFO,log,"User test@example.com successfully added subscription: Netflix"
2025-06-18,22:37:22,INFO,httpx,"HTTP Request: POST http://testserver/subscriptions "HTTP/1.1 201 Created""
2025-06-18,22:37:22,INFO,log,"User test@example.com adding subscription: Spotify ($9.99/month, category: Music)"
2025-06-18,22:37:22,INFO,log,"User test@example.com successfully added subscription: Spotify"
2025-06-18,22:37:22,INFO,httpx,"HTTP Request: POST http://testserver/subscriptions "HTTP/1.1 201 Created""
2025-06-18,22:37:22,INFO,log,"User test@example.com adding subscription: Disney+ ($7.99/month, category: Entertainment)"
2025-06-18,22:37:22,INFO,log,"User test@example.com successfully added subscription: Disney+"
2025-06-18,22:37:22,INFO,httpx,"HTTP Request: POST http://testserver/subscriptions "HTTP/1.1 201 Created""
2025-06-18,22:37:22,INFO,log,"User test@example.com viewed category analysis"
2025-06-18,22:37:22,INFO,httpx,"HTTP Request: GET http://testserver/categories "HTTP/1.1 200 OK""
2025-06-18,22:37:22,INFO,log,"Registration attempt: test@example.com from IP testclient"
2025-06-18,22:37:23,INFO,log,"User registered successfully: test@example.com, name: Test User"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,22:37:23,INFO,log,"Login attempt: test@example.com from IP testclient"
2025-06-18,22:37:23,INFO,log,"Login successful: test@example.com, token valid for 1 hour"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 200 OK""
2025-06-18,22:37:23,INFO,log,"User test@example.com adding subscription: Netflix ($15.99/month, category: Entertainment)"
2025-06-18,22:37:23,INFO,log,"User test@example.com successfully added subscription: Netflix"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: POST http://testserver/subscriptions "HTTP/1.1 201 Created""
2025-06-18,22:37:23,INFO,log,"User test@example.com adding subscription: Spotify ($9.99/month, category: Music)"
2025-06-18,22:37:23,INFO,log,"User test@example.com successfully added subscription: Spotify"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: POST http://testserver/subscriptions "HTTP/1.1 201 Created""
2025-06-18,22:37:23,INFO,log,"User test@example.com searched for 'Netflix', found 1 matches"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: GET http://testserver/search?term=Netflix "HTTP/1.1 200 OK""
2025-06-18,22:37:23,INFO,log,"User test@example.com searched for 'flix', found 1 matches"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: GET http://testserver/search?term=flix "HTTP/1.1 200 OK""
2025-06-18,22:37:23,INFO,log,"User test@example.com searched for 'entertainment', found 1 matches"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: GET http://testserver/search?term=entertainment "HTTP/1.1 200 OK""
2025-06-18,22:37:23,INFO,log,"User test@example.com searched for 'nonexistent', found 0 matches"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: GET http://testserver/search?term=nonexistent "HTTP/1.1 200 OK""
2025-06-18,22:37:23,INFO,log,"Registration attempt: test@example.com from IP testclient"
2025-06-18,22:37:23,INFO,log,"User registered successfully: test@example.com, name: Test User"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: POST http://testserver/register "HTTP/1.1 201 Created""
2025-06-18,22:37:23,INFO,log,"Login attempt: test@example.com from IP testclient"
2025-06-18,22:37:23,INFO,log,"Login successful: test@example.com, token valid for 1 hour"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: POST http://testserver/login "HTTP/1.1 200 OK""
2025-06-18,22:37:23,INFO,log,"User test@example.com adding subscription: Service0 ($9.99/month, category: Test)"
2025-06-18,22:37:23,INFO,log,"User test@example.com successfully added subscription: Service0"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: POST http://testserver/subscriptions "HTTP/1.1 201 Created""
2025-06-18,22:37:23,INFO,log,"User test@example.com adding subscription: Service1 ($9.99/month, category: Test)"
2025-06-18,22:37:23,INFO,log,"User test@example.com successfully added subscription: Service1"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: POST http://testserver/subscriptions "HTTP/1.1 201 Created""
2025-06-18,22:37:23,INFO,log,"User test@example.com adding subscription: Service2 ($9.99/month, category: Test)"
2025-06-18,22:37:23,INFO,log,"User test@example.com successfully added subscription: Service2"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: POST http://testserver/subscriptions "HTTP/1.1 201 Created""
2025-06-18,22:37:23,INFO,log,"User test@example.com adding subscription: Service3 ($9.99/month, category: Test)"
2025-06-18,22:37:23,INFO,log,"User test@example.com successfully added subscription: Service3"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: POST http://testserver/subscriptions "HTTP/1.1 201 Created""
2025-06-18,22:37:23,INFO,log,"User test@example.com adding subscription: Service4 ($9.99/month, category: Test)"
2025-06-18,22:37:23,INFO,log,"User test@example.com successfully added subscription: Service4"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: POST http://testserver/subscriptions "HTTP/1.1 201 Created""
2025-06-18,22:37:23,INFO,log,"User test@example.com adding subscription: Service5 ($9.99/month, category: Test)"
2025-06-18,22:37:23,INFO,log,"User test@example.com successfully added subscription: Service5"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: POST http://testserver/subscriptions "HTTP/1.1 201 Created""
2025-06-18,22:37:23,INFO,log,"User test@example.com adding subscription: Service6 ($9.99/month, category: Test)"
2025-06-18,22:37:23,INFO,log,"User test@example.com successfully added subscription: Service6"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: POST http://testserver/subscriptions "HTTP/1.1 201 Created""
2025-06-18,22:37:23,INFO,log,"User test@example.com adding subscription: Service7 ($9.99/month, category: Test)"
2025-06-18,22:37:23,INFO,log,"User test@example.com successfully added subscription: Service7"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: POST http://testserver/subscriptions "HTTP/1.1 201 Created""
2025-06-18,22:37:23,INFO,log,"User test@example.com adding subscription: Service8 ($9.99/month, category: Test)"
2025-06-18,22:37:23,INFO,log,"User test@example.com successfully added subscription: Service8"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: POST http://testserver/subscriptions "HTTP/1.1 201 Created""
2025-06-18,22:37:23,INFO,log,"User test@example.com adding subscription: Service9 ($9.99/month, category: Test)"
2025-06-18,22:37:23,INFO,log,"User test@example.com successfully added subscription: Service9"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: POST http://testserver/subscriptions "HTTP/1.1 201 Created""
2025-06-18,22:37:23,INFO,log,"User test@example.com adding subscription: Service10 ($9.99/month, category: Test)"
2025-06-18,22:37:23,INFO,log,"User test@example.com successfully added subscription: Service10"
2025-06-18,22:37:23,INFO,httpx,"HTTP Request: POST http://testserver/subscriptions "HTTP/1.1 201 Created""
2025-06-18,22:37:23,INFO,log,"User test@example.com adding subscription: Service11 ($9.99/month, category: Test)"
2025-06-18,22:37:23,INFO,log,"User test@example.com successfully added subscription: Service11"
